; "ClFFT Informations","Device","Tesla K20Xm","Hardware","OpenCL 1.2 CUDA","Software","367.48","OpenCL","OpenCL C 1.2 ","UsedComputeUnits","14","MaxGlobalMemSize","5975900160","clFFT","2.12.2","NumberRuns",10,"NumberWarmups",1,"ErrorBound",1e-05,"CurrentTime",1489932160,"CurrentTimeLocal","Sun Mar 19 15:02:40 2017"
; "Time_ContextCreate [ms]", 926.055369
; "Time_ContextDestroy [ms]", 379.672708
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]"
"ClFFT","Inplace","Complex","float",1,"oddshape",19,0,0,0,67,"OpenCL error CLFFT_NOTIMPLEMENTED [4097] clfft.hpp:366 clfftCreateDefaultPlan(&plan_, context_.ctx, FFTDim, extents_cl_.data())",0,0,0,0,0,0,0,0,0,152,0,0
"ClFFT","Inplace","Complex","float",1,"oddshape",19,0,0,1,67,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Inplace","Complex","float",1,"oddshape",19,0,0,2,67,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Inplace","Complex","float",1,"oddshape",19,0,0,3,67,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Inplace","Complex","float",1,"oddshape",19,0,0,4,67,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Inplace","Complex","float",1,"oddshape",19,0,0,5,67,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Inplace","Complex","float",1,"oddshape",19,0,0,6,67,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Inplace","Complex","float",1,"oddshape",19,0,0,7,67,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Inplace","Complex","float",1,"oddshape",19,0,0,8,67,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Inplace","Complex","float",1,"oddshape",19,0,0,9,67,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Inplace","Complex","float",1,"oddshape",361,0,0,0,68,"OpenCL error CLFFT_NOTIMPLEMENTED [4097] clfft.hpp:366 clfftCreateDefaultPlan(&plan_, context_.ctx, FFTDim, extents_cl_.data())",0,0,0,0,0,0,0,0,0,2888,0,0
"ClFFT","Inplace","Complex","float",1,"oddshape",361,0,0,1,68,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Inplace","Complex","float",1,"oddshape",361,0,0,2,68,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Inplace","Complex","float",1,"oddshape",361,0,0,3,68,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Inplace","Complex","float",1,"oddshape",361,0,0,4,68,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Inplace","Complex","float",1,"oddshape",361,0,0,5,68,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Inplace","Complex","float",1,"oddshape",361,0,0,6,68,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Inplace","Complex","float",1,"oddshape",361,0,0,7,68,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Inplace","Complex","float",1,"oddshape",361,0,0,8,68,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Inplace","Complex","float",1,"oddshape",361,0,0,9,68,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Inplace","Complex","float",1,"oddshape",6859,0,0,0,69,"OpenCL error CLFFT_NOTIMPLEMENTED [4097] clfft.hpp:366 clfftCreateDefaultPlan(&plan_, context_.ctx, FFTDim, extents_cl_.data())",0,0,0,0,0,0,0,0,0,54872,0,0
"ClFFT","Inplace","Complex","float",1,"oddshape",6859,0,0,1,69,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Inplace","Complex","float",1,"oddshape",6859,0,0,2,69,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Inplace","Complex","float",1,"oddshape",6859,0,0,3,69,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Inplace","Complex","float",1,"oddshape",6859,0,0,4,69,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Inplace","Complex","float",1,"oddshape",6859,0,0,5,69,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Inplace","Complex","float",1,"oddshape",6859,0,0,6,69,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Inplace","Complex","float",1,"oddshape",6859,0,0,7,69,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Inplace","Complex","float",1,"oddshape",6859,0,0,8,69,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Inplace","Complex","float",1,"oddshape",6859,0,0,9,69,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Inplace","Complex","float",1,"oddshape",130321,0,0,0,70,"OpenCL error CLFFT_NOTIMPLEMENTED [4097] clfft.hpp:366 clfftCreateDefaultPlan(&plan_, context_.ctx, FFTDim, extents_cl_.data())",0,0,0,0,0,0,0,0,0,1042568,0,0
"ClFFT","Inplace","Complex","float",1,"oddshape",130321,0,0,1,70,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Inplace","Complex","float",1,"oddshape",130321,0,0,2,70,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Inplace","Complex","float",1,"oddshape",130321,0,0,3,70,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Inplace","Complex","float",1,"oddshape",130321,0,0,4,70,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Inplace","Complex","float",1,"oddshape",130321,0,0,5,70,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Inplace","Complex","float",1,"oddshape",130321,0,0,6,70,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Inplace","Complex","float",1,"oddshape",130321,0,0,7,70,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Inplace","Complex","float",1,"oddshape",130321,0,0,8,70,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Inplace","Complex","float",1,"oddshape",130321,0,0,9,70,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Inplace","Complex","float",1,"oddshape",2476099,0,0,0,71,"OpenCL error CLFFT_NOTIMPLEMENTED [4097] clfft.hpp:366 clfftCreateDefaultPlan(&plan_, context_.ctx, FFTDim, extents_cl_.data())",0,0,0,0,0,0,0,0,0,19808792,0,0
"ClFFT","Inplace","Complex","float",1,"oddshape",2476099,0,0,1,71,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Inplace","Complex","float",1,"oddshape",2476099,0,0,2,71,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Inplace","Complex","float",1,"oddshape",2476099,0,0,3,71,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Inplace","Complex","float",1,"oddshape",2476099,0,0,4,71,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Inplace","Complex","float",1,"oddshape",2476099,0,0,5,71,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Inplace","Complex","float",1,"oddshape",2476099,0,0,6,71,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Inplace","Complex","float",1,"oddshape",2476099,0,0,7,71,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Inplace","Complex","float",1,"oddshape",2476099,0,0,8,71,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Inplace","Complex","float",1,"oddshape",2476099,0,0,9,71,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Inplace","Complex","float",1,"oddshape",47045881,0,0,0,72,"Unsupported lengths.",0,0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Inplace","Complex","float",1,"oddshape",47045881,0,0,1,72,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Inplace","Complex","float",1,"oddshape",47045881,0,0,2,72,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Inplace","Complex","float",1,"oddshape",47045881,0,0,3,72,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Inplace","Complex","float",1,"oddshape",47045881,0,0,4,72,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Inplace","Complex","float",1,"oddshape",47045881,0,0,5,72,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Inplace","Complex","float",1,"oddshape",47045881,0,0,6,72,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Inplace","Complex","float",1,"oddshape",47045881,0,0,7,72,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Inplace","Complex","float",1,"oddshape",47045881,0,0,8,72,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Inplace","Complex","float",1,"oddshape",47045881,0,0,9,72,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Inplace","Complex","float",2,"oddshape",19,19,0,0,66,"OpenCL error CLFFT_NOTIMPLEMENTED [4097] clfft.hpp:366 clfftCreateDefaultPlan(&plan_, context_.ctx, FFTDim, extents_cl_.data())",0,0,0,0,0,0,0,0,0,2888,0,0
"ClFFT","Inplace","Complex","float",2,"oddshape",19,19,0,1,66,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Inplace","Complex","float",2,"oddshape",19,19,0,2,66,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Inplace","Complex","float",2,"oddshape",19,19,0,3,66,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Inplace","Complex","float",2,"oddshape",19,19,0,4,66,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Inplace","Complex","float",2,"oddshape",19,19,0,5,66,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Inplace","Complex","float",2,"oddshape",19,19,0,6,66,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
